medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	hydration_confidence	hydration_parsing_method	corrected_mmol_l	base_compound_for_mapping	hydration_state
dsmz_1442	Folic acid	CHEBI:27470	670.0		ml/L			json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration	6700.0	Folic acid	anhydrous
dsmz_1442	p-Aminobenzoic acid	CHEBI:30753	0.2		mg/L			json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration	2.0	p-Aminobenzoic acid	anhydrous
dsmz_1442	Pyridoxine hydrochloride	CHEBI:30961	4.0		mg/L			json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration	40.0	Pyridoxine hydrochloride	anhydrous
dsmz_1442	NaCl	CHEBI:26710	10.0		mg/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	171.115674	NaCl	anhydrous
dsmz_1442	Na2SO4	CHEBI:32149	10.0		mg/L			json	Na2SO4	Na2SO4	0	Na2SO4	CHEBI:32149			142.04	0.0	142.04	high	no_hydration	70.402703	Na2SO4	anhydrous
dsmz_1442	MgCl2 6-hydrate	CHEBI:6636	4.0		mg/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	40.0	MgCl2 6-hydrate	anhydrous
dsmz_1442	CaCl2	CHEBI:3312	10.0		mg/L			json	CaCl2	CaCl2	0	CaCl2	CHEBI:3312	calcium chloride	CaCl2	110.98	0.0	110.98	high	no_hydration	90.106325	CaCl2	anhydrous
dsmz_1442	NaHCO3	CHEBI:32139	10.0		mg/L			json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration	100.0	NaHCO3	anhydrous
dsmz_1442	KCl	CHEBI:32588	10.0		mg/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	134.138162	KCl	anhydrous
dsmz_1442	KBr	CHEBI:32030	20.0		mg/L			json	KBr	KBr	0	KBr	CHEBI:32030			100.0	0.0	100.0	high	no_hydration	200.0	KBr	anhydrous
dsmz_1442	H3BO3	CHEBI:33118	1000.0		ml/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	10000.0	H3BO3	anhydrous
dsmz_1442	SrCl2	CHEBI:36383	23.47		g/L			json	SrCl2	SrCl2	0	SrCl2	CHEBI:36383			100.0	0.0	100.0	high	no_hydration	234.7	SrCl2	anhydrous
dsmz_1442	NaF	CHEBI:28741	3.92		g/L			json	NaF	NaF	0	NaF	CHEBI:28741			100.0	0.0	100.0	high	no_hydration	39.2	NaF	anhydrous
ccap_ANT	EDTA.Na2 2-hydrate							json	EDTA.Na2	EDTA.Na2	2	EDTA.Na2.2H2O				45.98	36.03	82.00999999999999	high	direct_parse		EDTA.Na2	hydrated
ccap_ANT	ZnSO4 7-hydrate	CHEBI:35176						json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse		ZnSO4 7-hydrate	anhydrous
ccap_ANT	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
ccap_ANT	KNO3	CHEBI:29795						json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration		KNO3	anhydrous
ccap_ANT	Tris [tris(hydroxymethyl)aminomethane]	CHEBI:9754						json	Tris [tris(hydroxymethyl)aminomethane]	Tris[tris(hydroxymethyl)aminomethane]	0	Tris[tris(hydroxymethyl)aminomethane]	CHEBI:9754	tris	C4H11NO3	100.0	0.0	100.0	high	no_hydration		Tris [tris(hydroxymethyl)aminomethane]	anhydrous
ccap_ANT	Thiamine HCl	CHEBI:49105						json	Thiamine HCl	ThiamineHCl	0	ThiamineHCl	CHEBI:49105	thiamine hydrochloride	C12H18Cl2N4OS	100.0	0.0	100.0	high	no_hydration		Thiamine HCl	anhydrous
ccap_ANT	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_1545	K2HPO4 3-hydrate		0.6		g/L			json	K2HPO4	K2HPO4	3	K2HPO4.3H2O				174.18	54.045	228.225	high	direct_parse	6.0	K2HPO4	hydrated
dsmz_1545	MgSO4 7-hydrate	CHEBI:32599	0.2		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	2.0	MgSO4 7-hydrate	anhydrous
dsmz_1545	Mannitol	CHEBI:29864	10.0		g/L			json	Mannitol	Mannitol	0	Mannitol	CHEBI:29864			100.0	0.0	100.0	high	no_hydration	100.0	Mannitol	anhydrous
dsmz_1545	Yeast extract	CAS-RN:8013-01-2	2.5		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	25.0	Yeast extract	anhydrous
dsmz_1545	Agar	CHEBI:2509	20.0		g/L			json	Agar	Agar	0	Agar	CHEBI:2509			100.0	0.0	100.0	high	no_hydration	200.0	Agar	anhydrous
dsmz_1340	NH4Cl	CHEBI:31206	1.0		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	18.695083	NH4Cl	anhydrous
dsmz_1340	K2HPO4	CHEBI:131527	0.3		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	3.0	K2HPO4	anhydrous
dsmz_1340	KH2PO4	CHEBI:63036	0.3		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	2.204424	KH2PO4	anhydrous
dsmz_1340	KCl	CHEBI:32588	0.1		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	1.341382	KCl	anhydrous
dsmz_1340	MgCl2 7-hydrate	CHEBI:6636	0.5		g/L			json	MgCl2	MgCl2	7	MgCl2.7H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	126.105	221.315	high	direct_parse	5.0	MgCl2 7-hydrate	anhydrous
dsmz_1340	CaCl2 2-hydrate	CHEBI:3312	0.1		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.0	CaCl2 2-hydrate	anhydrous
dsmz_1340	NaCl	CHEBI:26710	200.0		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	3422.313484	NaCl	anhydrous
dsmz_1340	KNO3	CHEBI:29795	2.0		g/L			json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration	20.0	KNO3	anhydrous
dsmz_1340	Resazurin	CHEBI:8806	10.0		ml/L			json	Resazurin	Resazurin	0	Resazurin	CHEBI:8806			100.0	0.0	100.0	high	no_hydration	100.0	Resazurin	anhydrous
dsmz_1340	Nitrilotriacetic acid	CHEBI:44557	0.001		g/L			json	Nitrilotriacetic acid	Nitrilotriaceticacid	0	Nitrilotriaceticacid	CHEBI:44557	nitrilotriacetic acid	C6H9NO6	100.0	0.0	100.0	high	no_hydration	0.01	Nitrilotriacetic acid	anhydrous
dsmz_1340	MgSO4 7-hydrate	CHEBI:32599	1000.0		ml/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	10000.0	MgSO4 7-hydrate	anhydrous
dsmz_1340	MnSO4 x H2O	CHEBI:75211	1.5		g/L			json	MnSO4	MnSO4	1	MnSO4.1H2O	CHEBI:75211	manganese(2+) sulfate	MnO4S	151.0	18.015	169.015	high	direct_parse	15.0	MnSO4	hydrated
dsmz_1340	FeSO4 7-hydrate	CHEBI:75832	0.5		g/L			json	FeSO4	FeSO4	7	FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate	FeO4S	151.91	126.105	278.015	high	direct_parse	5.0	FeSO4 7-hydrate	anhydrous
dsmz_1340	CoSO4 7-hydrate	CHEBI:53470	1.0		g/L			json	CoSO4	CoSO4	7	CoSO4.7H2O	CHEBI:53470	cobalt(2+) sulfate	CoO4S	154.99	126.105	281.095	high	direct_parse	10.0	CoSO4 7-hydrate	anhydrous
dsmz_1340	ZnSO4 7-hydrate	CHEBI:35176	0.18		g/L			json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse	1.8	ZnSO4 7-hydrate	anhydrous
dsmz_1340	CuSO4 5-hydrate	CHEBI:23414	0.1		g/L			json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse	1.0	CuSO4 5-hydrate	anhydrous
dsmz_1340	H3BO3	CHEBI:33118	0.18		g/L			json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration	1.8	H3BO3	anhydrous
dsmz_1340	Na2MoO4 2-hydrate	CHEBI:75215	0.01		g/L			json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse	0.1	Na2MoO4 2-hydrate	anhydrous
dsmz_1340	NiCl2 6-hydrate	CHEBI:34887	0.02		g/L			json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse	0.2	NiCl2 6-hydrate	anhydrous
dsmz_1340	Na2SeO3 5-hydrate	CHEBI:48843	0.01		g/L			json	Na2SeO3	Na2SeO3	5	Na2SeO3.5H2O	CHEBI:48843	sodium selenite	Na2O3Se	172.94	90.075	263.015	high	direct_parse	0.1	Na2SeO3 5-hydrate	anhydrous
dsmz_1340	Glucose	CHEBI:42758	1.0		M			json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	10.0	Glucose	anhydrous
dsmz_1340	NaHCO3	CHEBI:32139						json	NaHCO3	NaHCO3	0	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	CHNaO3	100.0	0.0	100.0	high	no_hydration		NaHCO3	anhydrous
dsmz_1340	MgCl2 6-hydrate	CHEBI:6636						json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse		MgCl2 6-hydrate	anhydrous
dsmz_1340	Glucose 1M	CHEBI:74256						json	Glucose 1M	Glucose1M	0	Glucose1M	CHEBI:74256			100.0	0.0	100.0	high	no_hydration		Glucose 1M	anhydrous
dsmz_1340	Yeast Extract	CAS-RN:8013-01-2						json	Yeast Extract	YeastExtract	0	YeastExtract				100.0	0.0	100.0	high	no_hydration		Yeast Extract	anhydrous
dsmz_1340	Cysteine-HCl	ingredient:983						json	Cysteine-HCl	Cysteine-HCl	0	Cysteine-HCl				100.0	0.0	100.0	high	no_hydration		Cysteine-HCl	anhydrous
dsmz_967	KH2PO4	CHEBI:63036	15.3		mg/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	112.425601	KH2PO4	anhydrous
dsmz_967	Na2CO3	CHEBI:29377	10.0		mg/L			json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration	100.0	Na2CO3	anhydrous
dsmz_967	Na2MoO4 2-hydrate	CHEBI:75215	2.5		mg/L			json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse	25.0	Na2MoO4 2-hydrate	anhydrous
dsmz_967	Na2EDTA	CHEBI:64734	0.5		mg/L			json	Na2EDTA	Na2EDTA	0	Na2EDTA	CHEBI:64734			100.0	0.0	100.0	high	no_hydration	5.0	Na2EDTA	anhydrous
dsmz_967	Ferric ammonium citrate	CHEBI:31604	3.0		mg/L			json	Ferric ammonium citrate	Ferricammoniumcitrate	0	Ferricammoniumcitrate	CHEBI:31604			100.0	0.0	100.0	high	no_hydration	30.0	Ferric ammonium citrate	anhydrous
dsmz_967	HEPES	CHEBI:46756	5.2		g/L			json	HEPES	HEPES	0	HEPES	CHEBI:46756	HEPES	C8H18N2O4S	100.0	0.0	100.0	high	no_hydration	52.0	HEPES	anhydrous
dsmz_967	Trace elements solution	solution:6129	1.0		ml/L			json	Trace elements solution	Traceelementssolution	0	Traceelementssolution				100.0	0.0	100.0	high	no_hydration	10.0	Trace elements solution	anhydrous
dsmz_967	dispensing		16.0		mM			json	dispensing	dispensing	0	dispensing				100.0	0.0	100.0	high	no_hydration	160.0	dispensing	anhydrous
dsmz_967	2 g/l agar (semi-solid) and dispensing the medium into 10 ml portions in 16 mm							json	2 g/l agar (semi-solid) and dispensing the medium into 10 ml portions in 16 mm	2g/lagar(semi-solid)anddispensingthemediuminto10mlportionsin16mm	0	2g/lagar(semi-solid)anddispensingthemediuminto10mlportionsin16mm				100.0	0.0	100.0	high	no_hydration		2 g/l agar (semi-solid) and dispensing the medium into 10 ml portions in 16 mm	anhydrous
dsmz_967	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_967	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_967	ZnSO4 7-hydrate	CHEBI:35176						json	ZnSO4	ZnSO4	7	ZnSO4.7H2O	CHEBI:35176	zinc sulfate	O4SZn	161.47	126.105	287.575	high	direct_parse		ZnSO4 7-hydrate	anhydrous
dsmz_967	CuSO4 5-hydrate	CHEBI:23414						json	CuSO4	CuSO4	5	CuSO4.5H2O	CHEBI:23414	copper(2+) sulfate	CuO4S	159.61	90.075	249.685	high	direct_parse		CuSO4 5-hydrate	anhydrous
dsmz_967	DSM 104091 may be grown in the presence of 0.5% glucose instead of cellulose.							json	DSM 104091 may be grown in the presence of 0.5% glucose instead of cellulose.	DSM104091maybegrowninthepresenceof0.5%glucoseinsteadofcellulose.	0	DSM104091maybegrowninthepresenceof0.5%glucoseinsteadofcellulose.				100.0	0.0	100.0	high	no_hydration		DSM 104091 may be grown in the presence of 0.5% glucose instead of cellulose.	anhydrous
dsmz_1143	Tryptone	CAS-RN:84843-69-6	5.0		g/L			json	Tryptone	Tryptone	0	Tryptone				100.0	0.0	100.0	high	no_hydration	50.0	Tryptone	anhydrous
dsmz_1143	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	30.0	Yeast extract	anhydrous
dsmz_1143	CaCl2 2-hydrate	CHEBI:3312	0.9		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	9.0	CaCl2 2-hydrate	anhydrous
dsmz_959	NaCl	CHEBI:26710	15.0		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	256.673511	NaCl	anhydrous
dsmz_959	MgCl2 6-hydrate	CHEBI:6636	0.5		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	5.0	MgCl2 6-hydrate	anhydrous
dsmz_959	CaCl2 2-hydrate	CHEBI:3312	0.1		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	1.0	CaCl2 2-hydrate	anhydrous
dsmz_959	NH4Cl	CHEBI:31206	1.0		g/L			json	NH4Cl	NH4Cl	0	NH4Cl	CHEBI:31206	ammonium chloride	ClH4N	53.49	0.0	53.49	high	no_hydration	18.695083	NH4Cl	anhydrous
dsmz_959	KCl	CHEBI:32588	0.2		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	2.682763	KCl	anhydrous
dsmz_959	PIPES	CHEBI:39033	3.4		g/L			json	PIPES	PIPES	0	PIPES	CHEBI:39033			100.0	0.0	100.0	high	no_hydration	34.0	PIPES	anhydrous
dsmz_959	K2HPO4	CHEBI:131527	0.35		g/L			json	K2HPO4	K2HPO4	0	K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration	3.5	K2HPO4	anhydrous
dsmz_959	KH2PO4	CHEBI:63036	0.35		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	2.571827	KH2PO4	anhydrous
dsmz_959	Yeast extract	CAS-RN:8013-01-2	2.72		g/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	27.2	Yeast extract	anhydrous
dsmz_959	Trypticase peptone		2.0		g/L			json	Trypticase peptone	Trypticasepeptone	0	Trypticasepeptone				100.0	0.0	100.0	high	no_hydration	20.0	Trypticase peptone	anhydrous
dsmz_959	Sodium resazurin	CAS-RN:62758-13-8	2.0		g/L			json	Sodium resazurin	Sodiumresazurin	0	Sodiumresazurin				100.0	0.0	100.0	high	no_hydration	20.0	Sodium resazurin	anhydrous
dsmz_959	Na2S 9-hydrate	CHEBI:75769	0.5		ml/L			json	Na2S	Na2S	9	Na2S.9H2O	CHEBI:75769	sodium sulfide	Na2S	78.05	162.135	240.185	high	direct_parse	5.0	Na2S 9-hydrate	anhydrous
ccap_NCL_PJ	(1) CaCl2 2-hydrate							json	(1) CaCl2	(1) CaCl2	2	(1) CaCl2.2H2O				110.98	36.03	147.01	high	direct_parse		(1) CaCl2	hydrated
ccap_NCL_PJ	KCl	CHEBI:32588						json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration		KCl	anhydrous
ccap_NCL_PJ	(2) K2HPO4	CHEBI:131527						json	(2) K2HPO4	(2)K2HPO4	0	(2)K2HPO4	CHEBI:131527	dipotassium hydrogen phosphate	HK2O4P	100.0	0.0	100.0	high	no_hydration		(2) K2HPO4	anhydrous
ccap_NCL_PJ	(3) MgSO4 7-hydrate							json	(3) MgSO4	(3) MgSO4	7	(3) MgSO4.7H2O				120.38	126.105	246.485	high	direct_parse		(3) MgSO4	hydrated
dsmz_981	NaCl	CHEBI:26710	19.0		g/L			json	NaCl	NaCl	0	NaCl	CHEBI:26710	sodium chloride	NaCl	58.44	0.0	58.44	high	no_hydration	325.119781	NaCl	anhydrous
dsmz_981	MgCl2 6-hydrate	CHEBI:6636	9.0		g/L			json	MgCl2	MgCl2	6	MgCl2.6H2O	CHEBI:6636	magnesium chloride	Cl2Mg	95.21	108.09	203.3	high	direct_parse	90.0	MgCl2 6-hydrate	anhydrous
dsmz_981	MgSO4 7-hydrate	CHEBI:32599	0.15		g/L			json	MgSO4	MgSO4	7	MgSO4.7H2O	CHEBI:32599	magnesium sulfate	MgO4S	120.37	126.105	246.475	high	direct_parse	1.5	MgSO4 7-hydrate	anhydrous
dsmz_981	CaCl2 2-hydrate	CHEBI:3312	0.3		g/L			json	CaCl2	CaCl2	2	CaCl2.2H2O	CHEBI:3312	calcium chloride	CaCl2	110.98	36.03	147.01	high	direct_parse	3.0	CaCl2 2-hydrate	anhydrous
dsmz_981	KCl	CHEBI:32588	0.5		g/L			json	KCl	KCl	0	KCl	CHEBI:32588	potassium chloride	ClK	74.55	0.0	74.55	high	no_hydration	6.706908	KCl	anhydrous
dsmz_981	KH2PO4	CHEBI:63036	0.42		g/L			json	KH2PO4	KH2PO4	0	KH2PO4	CHEBI:63036	potassium dihydrogen phosphate	H2KO4P	136.09	0.0	136.09	high	no_hydration	3.086193	KH2PO4	anhydrous
dsmz_981	NaBr	CHEBI:63004	0.1		g/L			json	NaBr	NaBr	0	NaBr	CHEBI:63004			100.0	0.0	100.0	high	no_hydration	1.0	NaBr	anhydrous
dsmz_981	SrCl2 6-hydrate		0.05		g/L			json	SrCl2	SrCl2	6	SrCl2.6H2O				70.9	108.09	178.99	high	direct_parse	0.5	SrCl2	hydrated
dsmz_981	KNO3	CHEBI:29795	0.02		g/L			json	KNO3	KNO3	0	KNO3	CHEBI:29795			100.0	0.0	100.0	high	no_hydration	0.2	KNO3	anhydrous
dsmz_981	Selenite-tungstate solution	ingredient:88	1.01		g/L			json	Selenite-tungstate solution	Selenite-tungstatesolution	0	Selenite-tungstatesolution				100.0	0.0	100.0	high	no_hydration	10.1	Selenite-tungstate solution	anhydrous
dsmz_981	Na2CO3	CHEBI:29377	1.0		ml/L			json	Na2CO3	Na2CO3	0	Na2CO3	CHEBI:29377	sodium carbonate	CNa2O3	100.0	0.0	100.0	high	no_hydration	10.0	Na2CO3	anhydrous
dsmz_981	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	10.0	Yeast extract	anhydrous
dsmz_981	DL-Malic acid	CHEBI:6650	1.0		g/L			json	DL-Malic acid	DL-Malicacid	0	DL-Malicacid	CHEBI:6650			100.0	0.0	100.0	high	no_hydration	10.0	DL-Malic acid	anhydrous
dsmz_981	L-Cysteine HCl x H2O	CHEBI:91247	0.1		g/L			json	L-Cysteine HCl	L-Cysteine HCl	1	L-Cysteine HCl.1H2O	CHEBI:91247	L-cysteine hydrochloride	C3H8ClNO2S	36.458000000000006	18.015	54.473000000000006	high	direct_parse	1.0	L-Cysteine HCl	hydrated
dsmz_981	FeCl2 4-hydrate	CHEBI:30808						json	FeCl2	FeCl2	4	FeCl2.4H2O	CHEBI:30808	iron(2+) chloride	Cl2Fe	126.75	72.06	198.81	high	direct_parse		FeCl2 4-hydrate	anhydrous
dsmz_981	ZnCl2	CHEBI:49976						json	ZnCl2	ZnCl2	0	ZnCl2	CHEBI:49976	zinc chloride	Cl2Zn	100.0	0.0	100.0	high	no_hydration		ZnCl2	anhydrous
dsmz_981	MnCl2 4-hydrate	CHEBI:7773						json	MnCl2	MnCl2	4	MnCl2.4H2O	CHEBI:7773	manganese(2+) chloride	Cl2Mn	125.84	72.06	197.9	high	direct_parse		MnCl2 4-hydrate	anhydrous
dsmz_981	H3BO3	CHEBI:33118						json	H3BO3	H3BO3	0	H3BO3	CHEBI:33118	boric acid	BH3O3	100.0	0.0	100.0	high	no_hydration		H3BO3	anhydrous
dsmz_981	CoCl2 6-hydrate	CHEBI:35696						json	CoCl2	CoCl2	6	CoCl2.6H2O	CHEBI:35696	cobalt(2+) chloride	Cl2Co	129.84	108.09	237.93	high	direct_parse		CoCl2 6-hydrate	anhydrous
dsmz_981	CuCl2 2-hydrate	CHEBI:49553						json	CuCl2	CuCl2	2	CuCl2.2H2O	CHEBI:49553	copper(2+) chloride	Cl2Cu	134.45	36.03	170.48	high	direct_parse		CuCl2 2-hydrate	anhydrous
dsmz_981	NiCl2 6-hydrate	CHEBI:34887						json	NiCl2	NiCl2	6	NiCl2.6H2O	CHEBI:34887	nickel(2+) chloride	Cl2Ni	129.6	108.09	237.69	high	direct_parse		NiCl2 6-hydrate	anhydrous
dsmz_981	Na2MoO4 2-hydrate	CHEBI:75215						json	Na2MoO4	Na2MoO4	2	Na2MoO4.2H2O	CHEBI:75215	sodium molybdate	MoNa2O4	205.92	36.03	241.95	high	direct_parse		Na2MoO4 2-hydrate	anhydrous
dsmz_981	NaOH	CHEBI:32145						json	NaOH	NaOH	0	NaOH	CHEBI:32145			100.0	0.0	100.0	high	no_hydration		NaOH	anhydrous
dsmz_981	Na2SeO3 5-hydrate	CHEBI:48843						json	Na2SeO3	Na2SeO3	5	Na2SeO3.5H2O	CHEBI:48843	sodium selenite	Na2O3Se	172.94	90.075	263.015	high	direct_parse		Na2SeO3 5-hydrate	anhydrous
dsmz_981	Na2WO4 2-hydrate	CHEBI:77885						json	Na2WO4	Na2WO4	2	Na2WO4.2H2O	CHEBI:77885	sodium tungstate	Na2O4W	293.82	36.03	329.85	high	direct_parse		Na2WO4 2-hydrate	anhydrous
dsmz_981	Biotin	CHEBI:15956						json	Biotin	Biotin	0	Biotin	CHEBI:15956	biotin	C10H16N2O3S	100.0	0.0	100.0	high	no_hydration		Biotin	anhydrous
dsmz_981	Folic acid	CHEBI:27470						json	Folic acid	Folicacid	0	Folicacid	CHEBI:27470	folic acid	C19H19N7O6	100.0	0.0	100.0	high	no_hydration		Folic acid	anhydrous
dsmz_981	Pyridoxine hydrochloride	CHEBI:30961						json	Pyridoxine hydrochloride	Pyridoxinehydrochloride	0	Pyridoxinehydrochloride	CHEBI:30961	pyridoxine hydrochloride	C8H12ClNO3	100.0	0.0	100.0	high	no_hydration		Pyridoxine hydrochloride	anhydrous
dsmz_981	Thiamine HCl	CHEBI:49105						json	Thiamine HCl	ThiamineHCl	0	ThiamineHCl	CHEBI:49105	thiamine hydrochloride	C12H18Cl2N4OS	100.0	0.0	100.0	high	no_hydration		Thiamine HCl	anhydrous
dsmz_981	Nicotinic acid	CHEBI:15940						json	Nicotinic acid	Nicotinicacid	0	Nicotinicacid	CHEBI:15940	nicotinic acid	C6H5NO2	100.0	0.0	100.0	high	no_hydration		Nicotinic acid	anhydrous
dsmz_981	p-Aminobenzoic acid	CHEBI:30753						json	p-Aminobenzoic acid	p-Aminobenzoicacid	0	p-Aminobenzoicacid	CHEBI:30753	4-aminobenzoic acid	C7H7NO2	100.0	0.0	100.0	high	no_hydration		p-Aminobenzoic acid	anhydrous
dsmz_981	(DL)-alpha-Lipoic acid	CHEBI:43796						json	(DL)-alpha-Lipoic acid	(DL)-alpha-Lipoicacid	0	(DL)-alpha-Lipoicacid	CHEBI:43796	alpha-lipoic acid	C8H14O2S2	100.0	0.0	100.0	high	no_hydration		(DL)-alpha-Lipoic acid	anhydrous
dsmz_1398	Yeast extract	CAS-RN:8013-01-2	75.0		ml/L			json	Yeast extract	Yeastextract	0	Yeastextract				100.0	0.0	100.0	high	no_hydration	750.0	Yeast extract	anhydrous
dsmz_1398	Glucose	CHEBI:42758	75.0		ml/L			json	Glucose	Glucose	0	Glucose	CHEBI:42758	D-glucose	C6H12O6	100.0	0.0	100.0	high	no_hydration	750.0	Glucose	anhydrous
